Hour;WS;Ta
1258;7.28;-12.28
1259;7.38;-12.15
1260;7.33;-12.38
1261;7.05;-12.81
1262;5.88;-13.76
1263;5.04;-15.45
1264;5.49;-16.83
1265;5.89;-17.8
1266;6.26;-18.77
1267;6.1;-20.24
1268;6.47;-21.56
1269;6.97;-22.45
1270;7.16;-23.17
1271;7.59;-23.91
1272;8.27;-25.1
1273;7.79;-26.99
1274;7.62;-28.8
1275;7.31;-30.12
1276;7.37;-31.13
1277;7.79;-31.38
1278;8.3;-30.51
1279;9.72;-28.99
1280;10.5;-27.2
1281;10.82;-25.59
1282;10.78;-24.3
1283;10.89;-23.28
1284;10.95;-22.71
1285;10.61;-22.74
1286;9.7;-23.6
1287;9.26;-25.1
1288;8.52;-26.46
1289;8.06;-27.7
1290;7.79;-28.7
1291;7.37;-29.62
1292;7.15;-30.5
1293;7.12;-31.19
1294;6.78;-31.71
1295;6.63;-32.04
1296;6.54;-32.29
1297;6.45;-32.53
1298;6.38;-32.78
1299;6.33;-32.98
1300;6.41;-33.23
1301;6.82;-32.84
1302;7.0;-31.43
1303;6.4;-29.38
1304;6.15;-26.62
1305;6.74;-23.55
1306;6.84;-21.2
1307;6.7;-19.47
1308;6.47;-18.51
1309;5.66;-18.31
1310;3.99;-19.99
1311;4.37;-23.13
1312;4.65;-24.95
1313;4.58;-26.05
1314;4.44;-27.03
1315;4.35;-27.64
1316;4.05;-27.38
1317;3.46;-26.8
1318;2.99;-26.9
1319;2.69;-27.24
1320;2.2;-26.8
1321;1.46;-25.75
1322;1.15;-25.19
1323;1.78;-25.54
1324;2.34;-25.58
1325;3.16;-23.97
1326;4.81;-22.17
1327;5.45;-20.5
1328;6.28;-18.9
1329;6.73;-17.96
1330;7.52;-17.13
1331;8.39;-16.29
1332;9.04;-15.57
1333;9.1;-15.0
1334;9.32;-14.45
1335;9.34;-13.66
1336;9.68;-12.63
1337;9.47;-11.78
1338;8.59;-11.42
1339;7.62;-11.13
1340;5.52;-11.01
1341;3.52;-11.23
1342;3.01;-11.72
1343;2.93;-11.86
1344;2.73;-11.5
1345;2.52;-11.02
1346;2.34;-10.64
1347;2.25;-10.39
1348;2.15;-10.24
1349;1.77;-9.66
1350;1.36;-8.45
1351;1.47;-6.77
1352;1.31;-5.65
1353;1.72;-4.1
1354;2.75;-2.77
1355;3.96;-1.85
1356;5.06;-1.11
1357;5.41;-0.67
1358;6.14;-0.41
1359;7.17;0.04
1360;7.93;0.37
1361;8.49;0.37
1362;8.71;0.38
1363;8.43;0.57
1364;8.48;0.56
1365;8.38;0.51
1366;7.64;0.57
1367;7.21;0.7
1368;6.72;0.78
1369;6.72;0.8
1370;6.72;0.64
1371;6.49;0.28
1372;6.5;-0.34
1373;6.55;-1.23
1374;7.52;-1.23
1375;8.09;-0.29
1376;7.79;0.01
1377;7.59;0.15
1378;7.48;0.38
1379;7.78;0.67
1380;8.1;0.83
1381;8.33;0.91
1382;8.31;0.94
1383;7.83;0.95
1384;7.68;0.91
1385;6.63;0.63
1386;6.82;0.26
1387;8.06;-1.05
1388;9.53;-3.93
1389;10.02;-7.67
1390;8.93;-10.95
1391;7.63;-12.72
1392;7.16;-13.41
1393;6.96;-13.78
1394;6.87;-14.02
1395;6.74;-14.18
1396;6.51;-14.31
1397;6.25;-14.1
1398;6.95;-13.27
1399;7.51;-12.39
1400;7.23;-11.71
1401;7.08;-10.85
1402;6.98;-10.21
1403;6.9;-9.61
1404;6.7;-9.12
1405;6.17;-8.97
1406;4.62;-9.38
1407;3.55;-10.65
1408;3.58;-11.87
1409;3.68;-13.0
1410;3.8;-14.17
1411;3.91;-15.33
1412;4.01;-16.38
1413;4.0;-16.8
1414;3.94;-16.8
1415;4.06;-17.49
1416;4.19;-18.44
1417;4.2;-19.08
1418;4.16;-19.63
1419;4.1;-20.16
1420;4.04;-20.77
1421;3.73;-20.31
1422;3.99;-17.45
1423;3.77;-15.35
1424;3.25;-13.11
1425;3.89;-10.29
1426;4.59;-8.13
1427;4.48;-7.24
1428;4.39;-6.7
1429;3.62;-6.59
1430;2.47;-7.99
1431;2.8;-10.32
1432;3.05;-12.03
1433;3.43;-13.71
1434;3.72;-14.66
1435;3.76;-14.25
1436;3.65;-13.43
1437;3.58;-12.99
1438;3.64;-12.61
1439;3.85;-12.2
1440;4.27;-12.06
1441;4.8;-11.6
1442;5.78;-10.49
1443;7.21;-9.49
1444;8.03;-8.9
1445;8.24;-8.6
1446;9.2;-7.56
1447;9.27;-6.49
1448;9.85;-5.27
1449;10.17;-4.01
1450;9.92;-2.88
1451;9.83;-1.91
1452;9.64;-1.31
1453;9.3;-1.02
1454;8.85;-0.94
1455;8.13;-0.98
1456;7.35;-1.16
1457;6.91;-1.38
1458;6.39;-1.63
1459;6.33;-1.7
1460;5.7;-1.88
1461;5.0;-2.28
1462;4.48;-2.78
1463;4.03;-3.59
1464;3.92;-4.99
1465;4.08;-6.66
1466;4.18;-7.99
1467;4.19;-8.92
1468;4.23;-9.64
1469;4.13;-8.87
1470;4.97;-5.85
1471;5.51;-3.85
1472;5.92;-2.1
1473;6.56;-0.78
1474;6.99;-0.22
1475;7.41;0.03
1476;8.04;-0.06
1477;7.42;-0.88
1478;6.08;-2.25
1479;5.52;-3.92
1480;5.67;-5.08
1481;5.83;-5.92
1482;5.8;-6.88
1483;5.25;-8.25
1484;4.92;-9.74
1485;4.82;-11.02
1486;4.78;-12.13
1487;4.74;-13.07
1488;4.73;-13.76
1489;4.88;-13.97
1490;5.43;-13.49
1491;6.35;-12.51
1492;7.3;-11.19
1493;7.46;-9.54
1494;7.94;-7.53
1495;8.58;-5.27
1496;9.71;-3.59
1497;10.11;-2.63
1498;10.32;-1.78
1499;10.72;-1.24
1500;10.64;-0.73
1501;10.23;-0.31
1502;9.89;-0.16
1503;9.96;-0.26
1504;10.16;-0.42
1505;9.93;-0.52
1506;9.04;-0.95
1507;9.22;-1.2
1508;9.45;-0.91
1509;8.92;-0.66
1510;7.99;-0.47
1511;7.35;-0.55
1512;7.18;-0.54
1513;6.92;-0.54
1514;7.12;-0.39
1515;6.94;-0.01
1516;6.91;-0.02
1517;7.09;0.08
1518;7.75;0.46
1519;7.38;0.43
1520;6.95;0.33
1521;6.48;0.28
1522;6.11;0.37
1523;5.52;0.53
1524;4.45;0.55
1525;3.73;0.58
1526;3.33;0.59
1527;2.97;0.58
1528;2.72;0.37
1529;2.57;-0.03
1530;2.39;-1.67
1531;2.3;-3.69
1532;2.16;-4.63
1533;2.1;-5.49
1534;2.06;-6.07
1535;2.26;-6.84
1536;2.6;-7.89
1537;2.81;-8.98
1538;2.9;-9.77
1539;2.84;-10.22
1540;2.74;-10.77
1541;2.44;-10.48
1542;2.48;-8.4
1543;2.39;-7.08
1544;2.29;-5.94
1545;2.59;-4.67
1546;3.09;-3.4
1547;3.44;-2.73
1548;3.44;-2.64
1549;2.83;-2.9
1550;2.22;-3.64
1551;2.46;-4.82
1552;2.74;-5.87
1553;2.8;-6.78
1554;2.77;-7.72
1555;2.67;-8.38
1556;2.36;-8.68
1557;1.93;-8.79
1558;1.49;-8.77
1559;0.98;-8.81
1560;0.91;-9.35
1561;1.11;-9.78
1562;1.37;-9.94
1563;1.57;-9.98
1564;1.84;-10.35
1565;2.26;-10.53
1566;3.37;-8.82
1567;4.47;-7.38
1568;5.52;-5.74
1569;6.46;-4.93
1570;6.77;-4.77
1571;6.92;-4.57
1572;6.78;-4.44
1573;6.24;-4.44
1574;6.35;-5.01
1575;7.2;-6.05
1576;8.52;-5.99
1577;9.01;-5.63
1578;9.09;-5.84
1579;9.1;-5.99
1580;9.57;-5.96
1581;9.9;-5.93
1582;9.95;-5.99
1583;10.47;-5.59
1584;11.11;-5.31
1585;10.53;-5.24
1586;9.52;-5.29
1587;9.24;-5.1
1588;8.6;-4.88
1589;7.81;-4.6
1590;7.52;-3.92
1591;7.43;-2.85
1592;7.71;-1.76
1593;7.88;-1.12
1594;8.11;-0.74
1595;8.54;-0.45
1596;8.62;-0.24
1597;8.59;-0.13
1598;8.55;-0.19
1599;8.06;-0.51
1600;7.52;-0.95
1601;6.81;-1.66
1602;5.62;-2.95
1603;4.46;-4.75
1604;3.86;-6.63
1605;3.56;-8.19
1606;3.29;-9.04
1607;2.98;-9.43
1608;2.77;-9.77
1609;2.66;-9.99
1610;2.63;-10.17
1611;2.6;-10.49
1612;2.49;-11.15
1613;3.03;-11.15
1614;3.26;-10.88
1615;2.73;-9.87
1616;2.55;-7.9
1617;2.64;-6.27
1618;2.73;-4.79
1619;3.24;-3.37
1620;3.9;-3.42
1621;4.06;-3.88
1622;3.26;-5.14
1623;3.58;-7.62
1624;4.15;-9.56
1625;4.59;-10.25
1626;5.12;-10.28
1627;5.8;-10.26
1628;6.06;-10.73
1629;5.91;-11.45
1630;5.63;-12.17
1631;5.57;-12.65
1632;5.7;-12.88
1633;5.95;-13.05
1634;6.07;-13.43
1635;6.4;-13.92
1636;6.43;-14.38
1637;6.69;-14.13
1638;6.95;-13.14
1639;7.79;-11.88
1640;8.22;-11.6
1641;8.16;-11.67
1642;8.26;-11.64
1643;8.5;-11.56
1644;8.66;-11.63
1645;8.45;-11.84
1646;7.63;-12.24
1647;6.9;-13.05
1648;6.86;-13.92
1649;6.75;-14.72
1650;6.24;-15.86
1651;5.97;-17.3
1652;5.58;-18.73
1653;5.53;-19.77
1654;5.07;-20.74
1655;4.62;-21.99
1656;4.53;-23.19
1657;4.62;-24.22
1658;4.7;-25.06
1659;4.74;-25.81
1660;4.77;-26.31
1661;5.45;-24.85
1662;5.42;-22.67
1663;4.44;-20.25
1664;4.78;-17.03
1665;4.89;-14.9
1666;4.63;-13.79
1667;4.88;-12.89
1668;5.48;-12.19
1669;5.94;-11.87
1670;4.94;-12.38
1671;4.42;-14.34
1672;4.99;-15.67
1673;5.37;-16.0
1674;5.24;-16.48
1675;4.39;-17.72
1676;3.91;-19.67
1677;3.74;-21.44
1678;3.57;-22.34
1679;3.49;-22.61
1680;3.51;-22.78
1681;3.54;-22.95
1682;3.47;-23.03
1683;3.22;-22.89
1684;2.76;-22.74
1685;2.05;-21.81
1686;1.3;-19.68
1687;0.1;-17.62
1688;1.31;-14.33
1689;2.01;-11.9
1690;1.81;-10.19
1691;1.57;-8.4
1692;1.57;-7.04
1693;2.06;-6.63
1694;1.92;-7.67
1695;2.91;-10.68
1696;3.69;-13.9
1697;4.16;-16.13
1698;4.37;-17.56
1699;4.39;-18.56
1700;4.4;-19.46
1701;4.31;-19.88
1702;4.17;-19.33
1703;4.55;-18.87
1704;4.25;-19.27
1705;3.74;-19.78
1706;3.68;-20.22
1707;3.81;-20.62
1708;4.21;-21.02
1709;4.54;-20.45
1710;4.51;-18.6
1711;4.51;-16.08
1712;5.79;-12.65
1713;7.01;-10.12
1714;7.52;-8.59
1715;7.64;-7.46
1716;7.38;-6.55
1717;6.48;-5.86
1718;5.24;-5.88
1719;5.43;-6.97
1720;7.03;-7.52
1721;7.9;-7.55
1722;7.5;-7.95
1723;7.59;-8.23
1724;7.33;-8.32
1725;7.25;-8.46
1726;7.22;-8.63
1727;7.21;-8.85
1728;7.48;-8.95
1729;7.35;-8.8
1730;6.71;-8.82
1731;6.67;-8.9
1732;7.11;-9.14
1733;7.52;-9.24
1734;7.58;-8.9
1735;7.99;-7.98
1736;9.03;-6.7
1737;9.38;-5.52
1738;9.65;-4.44
1739;9.61;-3.49
1740;9.03;-2.83
1741;7.79;-2.53
1742;7.24;-2.76
1743;7.42;-3.68
1744;7.76;-4.76
1745;8.0;-5.63
1746;7.75;-6.63
1747;7.52;-7.7
1748;7.65;-8.39
1749;7.46;-9.1
1750;6.97;-9.62
1751;6.3;-10.1
1752;5.45;-11.24
1753;5.4;-12.35
1754;5.4;-13.13
1755;5.4;-13.65
1756;5.64;-13.67
1757;5.86;-12.3
1758;5.64;-10.52
1759;5.45;-8.81
1760;5.5;-6.88
1761;5.85;-5.13
1762;7.06;-3.53
1763;7.6;-2.81
1764;7.54;-2.49
1765;6.83;-2.37
1766;5.66;-2.88
1767;4.75;-4.88
1768;5.31;-6.96
1769;6.12;-7.6
1770;6.62;-7.87
1771;6.54;-8.27
1772;6.21;-8.79
1773;6.06;-9.33
1774;5.82;-9.84
1775;5.52;-10.36
1776;5.27;-10.85
1777;5.14;-11.29
1778;5.12;-11.66
1779;5.08;-12.01
1780;5.48;-12.17
1781;6.23;-11.39
1782;6.26;-10.06
1783;6.04;-8.09
1784;6.12;-5.67
1785;7.51;-3.13
1786;8.32;-1.65
1787;8.52;-1.01
1788;8.46;-1.1
1789;8.17;-1.63
1790;7.8;-2.63
1791;6.84;-4.27
1792;6.07;-6.27
1793;6.53;-7.38
1794;6.9;-8.05
1795;6.89;-8.6
1796;6.81;-9.0
1797;6.84;-9.26
1798;6.87;-9.31
1799;6.78;-9.49
1800;6.75;-9.81
1801;6.72;-10.14
1802;6.71;-10.51
1803;7.0;-10.28
1804;7.3;-9.8
1805;7.49;-9.24
1806;7.52;-8.42
1807;8.08;-7.24
1808;8.89;-5.88
1809;9.05;-4.82
1810;9.04;-3.77
1811;8.76;-2.87
1812;8.26;-2.24
1813;7.65;-1.92
1814;7.2;-1.99
1815;7.04;-2.36
1816;7.24;-2.75
1817;7.27;-3.1
1818;7.05;-3.39
1819;6.72;-3.57
1820;6.08;-3.66
1821;5.06;-3.8
1822;4.2;-3.92
1823;3.22;-4.24
1824;2.69;-5.02
1825;2.7;-5.94
1826;2.73;-6.7
1827;2.78;-7.15
1828;2.66;-7.27
1829;2.28;-6.1
1830;2.3;-4.69
1831;1.07;-3.66
1832;0.6;-2.01
1833;0.65;-0.91
1834;0.83;-0.5
1835;1.47;-0.17
1836;2.14;0.02
1837;2.34;0.11
1838;2.34;0.15
1839;2.26;-0.22
1840;2.53;-2.99
1841;3.01;-4.88
1842;3.27;-5.62
1843;3.25;-5.6
1844;3.14;-5.41
1845;3.38;-5.16
1846;4.03;-4.8
1847;4.38;-4.63
1848;4.28;-4.77
1849;4.48;-4.91
1850;4.9;-4.92
1851;5.11;-5.08
1852;5.52;-5.22
1853;5.86;-4.99
1854;5.76;-4.26
1855;6.02;-3.13
1856;6.69;-1.99
1857;7.13;-1.07
1858;7.24;-0.42
1859;7.12;-0.09
1860;6.73;0.1
1861;6.42;0.19
1862;6.52;0.24
1863;6.33;-0.19
1864;6.36;-0.81
1865;6.4;-1.39
1866;5.98;-2.04
1867;5.93;-2.61
1868;6.01;-3.05
1869;5.97;-3.45
1870;5.72;-3.7
1871;5.59;-3.74
1872;5.53;-3.75
1873;5.51;-3.88
1874;5.75;-3.99
1875;5.68;-4.49
1876;5.91;-5.15
1877;6.17;-5.12
1878;6.11;-4.27
1879;6.31;-2.7
1880;6.6;-1.83
1881;6.28;-1.64
1882;6.06;-1.36
1883;5.89;-1.03
1884;5.71;-0.85
1885;4.94;-0.77
1886;3.86;-1.01
1887;3.26;-2.18
1888;3.4;-3.6
1889;3.45;-4.39
1890;3.35;-4.94
1891;3.19;-5.51
1892;3.01;-6.12
1893;2.8;-6.63
1894;2.69;-6.86
1895;2.71;-6.91
1896;2.76;-7.04
1897;2.76;-7.08
1898;2.78;-7.04
1899;2.89;-7.31
1900;2.87;-7.63
1901;2.62;-6.56
1902;3.2;-4.87
1903;3.1;-3.53
1904;3.48;-2.24
1905;3.59;-1.57
1906;3.6;-1.28
1907;3.59;-0.85
1908;3.52;-0.51
1909;3.35;-0.23
1910;2.76;-0.15
1911;2.19;-2.02
1912;2.59;-4.05
1913;2.97;-5.42
1914;3.42;-6.23
1915;3.77;-6.12
1916;3.94;-5.5
1917;4.13;-4.8
1918;3.99;-4.56
1919;3.84;-5.21
1920;3.92;-5.92
1921;4.03;-6.38
1922;4.05;-7.33
1923;3.93;-8.49
1924;3.68;-8.99
1925;4.1;-7.34
1926;4.72;-5.48
1927;5.02;-3.44
1928;5.82;-1.17
1929;6.22;-0.43
1930;6.09;-0.05
1931;5.26;0.19
1932;4.98;0.33
1933;5.07;0.43
1934;5.1;0.53
1935;5.35;0.68
1936;4.5;-0.69
1937;4.38;-1.7
1938;4.52;-1.57
1939;4.59;-1.54
1940;4.5;-1.68
1941;4.33;-1.99
1942;4.17;-2.35
1943;3.86;-2.82
1944;3.86;-3.16
1945;4.27;-3.23
1946;4.33;-3.24
1947;3.7;-3.35
1948;3.46;-3.25
1949;4.27;-2.35
1950;4.22;-1.63
1951;4.06;-1.13
1952;4.58;-0.66
1953;4.98;-0.47
1954;5.16;-0.24
1955;4.81;-0.0
1956;4.3;0.11
1957;4.49;0.16
1958;4.94;0.22
1959;5.41;0.26
1960;5.97;0.06
1961;6.87;-0.33
1962;7.51;-0.49
1963;7.8;-0.64
1964;7.9;-0.84
1965;7.58;-1.07
1966;7.16;-1.23
1967;6.72;-1.32
1968;6.43;-1.52
1969;5.86;-1.56
1970;5.76;-1.6
1971;5.69;-1.8
1972;5.84;-2.02
1973;6.27;-1.92
1974;6.46;-1.5
1975;6.7;-0.88
1976;6.93;-0.42
1977;7.07;-0.22
1978;7.14;-0.02
1979;7.11;0.14
1980;7.41;0.24
1981;7.4;0.29
1982;7.55;0.32
1983;7.41;0.33
1984;7.24;0.1
1985;7.4;-0.56
1986;7.87;-1.03
1987;7.97;-1.36
1988;8.18;-1.51
1989;8.67;-1.52
1990;8.86;-1.6
1991;9.25;-1.7
1992;9.4;-1.86
1993;8.97;-2.23
1994;8.63;-2.9
1995;8.72;-3.39
1996;9.02;-3.54
1997;9.51;-2.95
1998;9.67;-1.9
1999;9.56;-0.87
2000;9.28;-0.43
2001;9.29;-0.31
2002;9.18;-0.04
2003;8.67;0.25
2004;8.48;0.46
2005;8.26;0.63
2006;7.97;0.76
2007;7.58;0.81
2008;7.28;0.32
2009;7.03;-0.7
2010;6.99;-1.38
2011;6.92;-2.03
2012;6.92;-2.67
2013;6.89;-3.22
2014;6.71;-3.56
2015;6.46;-3.83
2016;6.23;-4.11
2017;6.06;-4.41
2018;5.9;-4.75
2019;5.67;-5.12
2020;5.85;-5.36
2021;5.87;-4.71
2022;5.55;-3.17
2023;5.75;-1.78
2024;5.93;-0.99
2025;5.99;-0.61
2026;5.8;-0.15
2027;5.19;0.27
2028;4.87;0.51
2029;4.58;0.69
2030;4.26;0.79
2031;4.04;0.86
2032;3.72;-0.55
2033;3.83;-2.95
2034;3.9;-4.35
2035;3.79;-4.96
2036;3.63;-5.24
2037;3.5;-5.55
2038;3.35;-5.66
2039;3.22;-5.65
2040;3.15;-5.68
2041;3.05;-5.71
2042;2.91;-5.7
2043;3.25;-5.97
2044;3.55;-6.17
2045;3.51;-5.35
2046;3.33;-3.84
2047;3.39;-1.77
2048;3.65;-0.34
2049;3.53;0.08
2050;3.45;0.3
2051;3.54;0.51
2052;3.41;0.67
2053;3.35;0.79
2054;3.36;0.85
2055;3.39;0.85
2056;3.4;0.77
2057;3.24;0.11
2058;3.22;-0.84
2059;3.42;-1.21
2060;3.52;-1.19
2061;3.31;-1.02
2062;3.06;-0.88
2063;3.02;-0.79
2064;3.18;-0.71
2065;3.43;-0.55
2066;3.88;-0.2
2067;4.23;0.2
2068;5.13;0.33
2069;5.34;0.26
2070;5.34;0.17
2071;5.49;0.12
2072;5.67;0.09
2073;5.77;0.1
2074;5.68;0.23
2075;5.67;0.4
2076;5.71;0.52
2077;5.67;0.64
2078;5.4;0.68
2079;5.53;0.74
2080;5.36;0.58
2081;5.46;0.24
2082;5.4;0.04
2083;5.29;-0.18
2084;5.45;-0.17
2085;5.59;-0.13
2086;5.54;-0.12
2087;5.26;-0.17
2088;5.09;-0.27
2089;5.08;-0.46
2090;5.19;-0.7
2091;5.36;-0.95
2092;5.75;-1.09
2093;6.09;-0.96
2094;6.83;-0.5
2095;7.14;-0.15
2096;7.03;-0.04
2097;7.09;0.01
2098;6.99;0.15
2099;6.77;0.31
2100;6.41;0.41
2101;6.43;0.55
2102;6.29;0.66
2103;5.5;0.68
2104;4.56;0.3
2105;3.74;-1.63
2106;3.87;-2.81
2107;4.05;-3.16
2108;4.5;-3.21
2109;4.54;-3.67
2110;3.9;-4.38
2111;3.42;-5.27
2112;3.29;-6.17
2113;3.36;-7.06
2114;3.35;-7.85
2115;3.19;-8.51
2116;3.5;-8.58
2117;3.2;-7.74
2118;2.79;-6.47
2119;2.93;-4.38
2120;2.69;-3.13
2121;2.49;-2.32
2122;2.31;-1.33
2123;2.02;-0.27
2124;1.25;0.2
2125;1.18;0.5
2126;1.14;0.98
2127;0.93;1.66
2128;0.59;1.35
2129;0.21;0.28
2130;0.42;-0.92
2131;0.97;-2.45
2132;1.43;-4.09
2133;1.77;-5.38
2134;1.89;-6.39
2135;1.89;-7.05
2136;1.83;-7.59
2137;1.81;-8.19
2138;1.97;-9.05
2139;2.22;-9.99
2140;2.31;-9.91
2141;3.37;-8.52
2142;3.31;-6.63
2143;3.47;-4.17
2144;4.29;-1.77
2145;4.88;-0.88
2146;4.87;-0.09
2147;3.95;0.42
2148;3.33;0.78
2149;3.37;1.19
2150;3.55;1.44
2151;3.77;1.5
2152;4.08;1.37
2153;4.46;1.1
2154;4.93;0.42
2155;5.45;-0.15
2156;5.81;-0.69
2157;6.25;-1.08
2158;6.52;-1.35
2159;6.72;-1.6
2160;6.65;-2.0
2161;6.32;-2.42
2162;5.95;-2.8
2163;5.85;-3.1
2164;6.37;-2.74
2165;6.79;-1.35
2166;6.32;0.12
2167;6.11;0.57
2168;5.81;1.15
2169;5.55;1.89
2170;5.6;2.62
2171;5.89;3.8
2172;5.76;4.69
2173;5.1;4.88
2174;4.54;4.01
2175;4.6;2.74
2176;4.72;1.8
2177;4.75;1.34
2178;4.78;0.87
2179;4.78;0.39
2180;4.76;-0.19
2181;4.69;-0.83
2182;4.47;-1.46
2183;4.26;-2.15
2184;4.17;-2.87
2185;4.09;-3.52
2186;3.98;-3.95
2187;3.84;-4.23
2188;4.0;-2.7
2189;4.6;-0.32
2190;3.32;1.06
2191;2.87;2.58
2192;3.46;5.23
2193;4.13;7.78
2194;4.19;9.28
2195;4.01;10.4
2196;3.66;11.0
2197;2.77;10.78
2198;2.54;8.53
2199;3.28;5.28
2200;3.87;2.54
2201;4.17;1.48
2202;4.25;0.83
2203;4.26;0.3
2204;4.3;-0.21
2205;4.25;-0.78
2206;3.85;-1.4
2207;3.43;-1.42
2208;3.68;-0.99
2209;3.78;-0.84
2210;3.48;-0.96
2211;3.33;-0.96
2212;3.53;-0.42
2213;3.38;0.46
2214;3.49;2.46
2215;3.89;5.09
2216;4.12;7.65
2217;4.15;10.12
2218;4.27;11.55
2219;4.42;12.51
2220;4.56;13.0
2221;3.87;12.73
2222;2.93;10.79
2223;3.5;7.15
2224;3.82;4.76
2225;3.7;4.21
2226;3.66;3.47
2227;3.62;2.37
2228;3.37;1.87
2229;3.27;1.48
2230;2.85;0.92
2231;3.22;0.56
2232;3.56;0.41
2233;3.17;-0.02
2234;3.92;0.07
2235;4.44;-0.31
2236;5.88;0.13
2237;6.38;1.04
2238;7.28;3.12
2239;7.75;5.14
2240;7.84;6.29
2241;7.76;6.87
2242;7.55;7.62
2243;7.38;8.27
2244;7.19;8.37
2245;6.65;7.96
2246;5.53;7.27
2247;3.15;5.24
2248;2.96;2.39
2249;2.55;1.98
2250;2.05;2.4
2251;2.01;2.15
2252;2.38;1.25
2253;2.77;0.37
2254;3.05;-0.18
2255;3.12;-0.13
2256;2.96;0.06
2257;2.82;-0.24
2258;2.67;-0.86
2259;2.46;-0.98
2260;2.19;1.22
2261;2.31;3.41
2262;2.78;6.49
2263;2.42;7.12
2264;2.07;7.62
2265;1.82;8.23
2266;2.12;8.81
2267;2.49;9.1
2268;2.73;9.21
2269;3.12;8.95
2270;3.57;8.4
2271;2.77;6.52
2272;3.33;3.17
2273;3.58;2.19
2274;3.64;1.77
2275;3.42;0.84
2276;3.35;-0.21
2277;3.93;-0.6
2278;5.0;-0.45
2279;6.25;-0.3
2280;6.81;-0.06
2281;7.31;0.17
2282;8.29;0.26
2283;9.22;0.35
2284;9.14;0.42
2285;8.99;0.4
2286;8.93;0.54
2287;7.46;0.73
2288;6.41;0.87
2289;5.49;0.96
2290;4.29;1.01
2291;3.29;1.06
2292;3.73;1.12
2293;4.66;1.21
2294;5.5;1.15
2295;6.36;0.95
2296;7.0;0.7
2297;7.18;0.54
2298;7.19;0.37
2299;7.21;0.33
2300;6.75;0.14
2301;6.54;-0.2
2302;6.54;-0.33
2303;6.2;-0.47
2304;5.66;-0.6
2305;5.22;-0.63
2306;4.59;-1.0
2307;3.99;-1.67
2308;4.38;-0.39
2309;4.01;0.93
2310;3.49;2.09
2311;3.52;3.66
2312;3.13;5.13
2313;2.82;6.65
2314;2.34;8.12
2315;2.04;9.21
2316;2.61;9.64
2317;3.68;9.53
2318;3.71;9.1
2319;2.86;6.86
2320;3.54;4.86
2321;4.23;4.56
2322;5.11;4.71
2323;6.1;4.67
2324;6.52;4.55
2325;6.6;4.25
2326;6.85;3.98
2327;7.12;3.78
2328;7.26;3.64
2329;7.56;3.62
2330;8.72;3.99
2331;8.07;3.28
2332;7.51;3.57
2333;7.69;5.19
2334;8.43;7.51
2335;8.51;9.9
2336;8.52;12.23
2337;8.63;14.49
2338;8.59;15.85
2339;7.85;16.34
2340;7.31;16.13
2341;6.31;14.65
2342;4.55;12.62
2343;3.33;10.4
2344;3.27;8.76
2345;3.25;7.44
2346;2.98;6.23
2347;2.68;5.22
2348;2.76;4.33
2349;2.97;3.73
2350;3.11;3.42
2351;5.05;2.16
2352;5.52;1.08
2353;5.1;0.88
2354;5.29;0.84
2355;5.84;0.7
2356;6.39;0.74
2357;6.79;1.15
2358;7.71;2.26
2359;8.12;3.82
2360;7.71;4.77
2361;7.53;5.09
2362;8.23;4.98
2363;8.82;4.84
2364;8.67;4.78
2365;8.19;4.47
2366;7.71;3.8
2367;7.61;2.87
2368;7.51;2.04
2369;7.51;1.75
2370;7.7;1.59
2371;8.07;1.43
2372;8.34;1.33
2373;8.41;1.3
2374;8.18;1.3
2375;8.03;1.28
2376;7.94;1.35
2377;7.67;1.44
2378;8.02;1.6
2379;7.34;1.69
2380;7.23;1.81
2381;7.8;2.23
2382;8.81;3.34
2383;8.92;4.62
2384;7.36;5.8
2385;6.09;6.55
2386;7.96;7.19
2387;8.69;8.08
2388;6.53;10.11
2389;5.19;11.64
2390;5.84;11.5
2391;5.4;9.9
2392;4.41;8.26
2393;3.78;7.77
2394;2.99;8.55
2395;2.41;8.83
2396;1.9;8.76
2397;2.09;7.89
2398;1.57;7.51
2399;0.79;7.03
2400;1.34;6.33
2401;1.77;5.39
2402;1.76;4.85
2403;2.05;4.42
2404;2.35;5.37
2405;3.13;6.65
2406;3.05;8.9
2407;3.53;11.69
2408;3.89;14.14
2409;4.24;16.3
2410;4.31;18.0
2411;3.76;19.27
2412;2.91;19.79
2413;1.84;19.5
2414;1.01;19.01
2415;1.24;17.38
2416;2.05;14.87
2417;2.66;12.9
2418;3.1;11.61
2419;3.45;10.6
2420;3.58;9.57
2421;3.83;8.3
2422;3.91;7.09
2423;3.61;6.24
2424;3.41;5.78
2425;3.32;5.5
2426;2.97;5.36
2427;2.61;5.64
2428;2.58;8.1
2429;2.96;10.14
2430;2.92;12.54
2431;3.4;16.04
2432;4.25;19.8
2433;5.59;21.97
2434;6.5;22.87
2435;6.95;23.25
2436;7.07;23.18
2437;6.85;22.65
2438;5.55;21.23
2439;4.24;17.8
2440;4.45;13.71
2441;4.68;11.75
2442;4.78;10.54
2443;4.82;9.32
2444;4.81;8.05
2445;4.81;6.9
2446;4.68;5.86
2447;4.55;4.98
2448;4.46;4.23
2449;4.41;3.55
2450;4.36;2.89
2451;4.51;3.09
2452;5.79;5.69
2453;5.52;8.26
