Hour;WS;Ta
7285;3.63;11.07
7286;3.3;7.36
7287;3.59;5.79
7288;3.54;4.94
7289;3.42;3.83
7290;3.28;2.83
7291;3.22;2.59
7292;4.08;3.15
7293;4.28;3.13
7294;3.88;2.94
7295;3.57;2.94
7296;3.39;3.19
7297;3.22;3.35
7298;3.11;3.4
7299;3.09;3.42
7300;3.2;3.11
7301;3.22;2.62
7302;3.08;2.54
7303;2.93;2.96
7304;2.83;3.9
7305;3.2;6.29
7306;3.46;9.15
7307;3.63;11.26
7308;3.72;12.05
7309;2.6;10.49
7310;3.27;6.97
7311;3.58;5.8
7312;3.61;5.25
7313;3.53;4.51
7314;3.36;3.8
7315;3.2;3.12
7316;3.06;2.48
7317;2.91;1.84
7318;2.81;1.32
7319;2.75;0.91
7320;2.75;0.48
7321;2.76;0.01
7322;2.77;-0.46
7323;2.78;-0.92
7324;2.58;-0.7
7325;3.23;0.77
7326;2.96;1.34
7327;2.63;2.01
7328;2.69;2.98
7329;2.74;3.83
7330;2.87;5.34
7331;3.1;6.96
7332;3.4;7.63
7333;3.07;6.93
7334;2.84;3.84
7335;3.38;2.66
7336;3.76;2.23
7337;4.04;1.71
7338;4.13;1.13
7339;4.33;1.08
7340;4.85;1.44
7341;4.79;1.63
7342;4.32;1.55
7343;4.13;1.44
7344;4.4;1.41
7345;4.59;1.58
7346;4.75;1.85
7347;4.79;1.97
7348;5.11;1.97
7349;5.73;2.01
7350;6.09;2.24
7351;5.96;2.88
7352;5.77;4.01
7353;5.84;5.31
7354;5.78;6.1
7355;5.86;6.82
7356;5.89;7.18
7357;5.29;6.89
7358;4.8;5.35
7359;5.59;4.21
7360;6.16;3.62
7361;6.27;3.15
7362;6.2;2.78
7363;6.2;2.56
7364;6.21;2.48
7365;6.14;2.34
7366;6.03;2.24
7367;6.03;2.01
7368;6.21;1.69
7369;6.42;1.41
7370;6.43;1.11
7371;6.16;0.68
7372;6.06;0.37
7373;5.85;-0.02
7374;6.64;-0.12
7375;6.92;0.19
7376;6.94;0.73
7377;6.78;1.47
7378;6.44;2.14
7379;6.03;2.54
7380;5.51;2.48
7381;5.03;2.18
7382;4.92;2.01
7383;5.6;2.18
7384;5.95;2.17
7385;5.69;1.79
7386;5.41;1.48
7387;5.33;1.41
7388;5.05;1.29
7389;5.09;1.16
7390;5.34;0.98
7391;5.18;0.71
7392;5.23;0.43
7393;5.09;0.27
7394;5.0;0.08
7395;5.07;-0.17
7396;5.48;-0.42
7397;5.87;-0.33
7398;5.23;0.58
7399;5.77;2.29
7400;6.08;4.08
7401;6.44;5.88
7402;6.57;7.07
7403;6.82;7.78
7404;6.62;7.86
7405;5.54;6.91
7406;5.48;5.14
7407;5.91;4.13
7408;5.57;3.53
7409;6.12;3.33
7410;6.33;3.18
7411;6.78;3.13
7412;7.09;2.7
7413;7.16;2.25
7414;6.97;1.87
7415;6.51;1.32
7416;6.29;0.44
7417;6.66;-0.05
7418;6.41;-0.47
7419;6.26;-0.84
7420;6.39;-0.95
7421;6.99;-0.7
7422;7.21;0.36
7423;7.88;2.12
7424;9.12;4.38
7425;9.85;6.44
7426;10.19;7.88
7427;9.82;8.39
7428;8.66;8.18
7429;8.06;7.65
7430;7.93;6.51
7431;7.93;5.68
7432;8.28;5.12
7433;8.2;4.74
7434;7.78;4.7
7435;7.43;4.58
7436;7.29;4.25
7437;7.07;3.79
7438;6.74;3.6
7439;5.96;3.58
7440;5.47;3.3
7441;5.18;2.98
7442;5.0;2.81
7443;4.64;2.63
7444;4.54;2.24
7445;4.83;2.41
7446;5.19;3.46
7447;5.29;4.48
7448;5.7;5.51
7449;6.45;6.62
7450;6.77;8.14
7451;6.51;8.94
7452;5.94;8.98
7453;4.88;8.05
7454;3.69;5.93
7455;3.44;3.7
7456;3.31;2.8
7457;3.16;2.18
7458;3.09;1.63
7459;3.1;1.01
7460;3.04;0.58
7461;2.8;0.3
7462;2.47;0.38
7463;2.42;0.53
7464;2.62;0.61
7465;2.75;0.94
7466;2.82;1.4
7467;2.98;1.73
7468;3.29;1.56
7469;4.06;2.69
7470;5.07;3.69
7471;5.4;4.51
7472;5.75;5.33
7473;6.03;6.23
7474;6.22;7.11
7475;6.52;7.92
7476;6.28;8.15
7477;5.35;7.6
7478;5.67;6.33
7479;7.09;6.23
7480;7.59;6.02
7481;8.11;5.8
7482;8.42;5.85
7483;8.22;6.12
7484;6.61;6.16
7485;5.86;5.99
7486;5.32;6.08
7487;4.83;6.37
7488;4.0;6.13
7489;3.65;5.65
7490;3.49;5.48
7491;3.3;5.06
7492;3.42;4.91
7493;3.32;4.76
7494;3.84;5.5
7495;4.14;6.16
7496;5.29;7.66
7497;6.16;8.63
7498;6.41;9.24
7499;6.54;9.39
7500;6.34;9.08
7501;5.5;8.01
7502;5.06;6.4
7503;5.47;5.65
7504;5.38;4.88
7505;5.01;4.21
7506;4.63;3.65
7507;4.15;3.0
7508;4.23;2.62
7509;4.25;2.03
7510;4.53;1.93
7511;4.75;1.79
7512;5.39;1.52
7513;6.29;1.23
7514;6.56;0.98
7515;6.77;0.86
7516;6.76;0.67
7517;6.31;0.21
7518;7.01;0.31
7519;8.55;0.93
7520;8.79;1.76
7521;8.61;2.65
7522;8.3;2.93
7523;8.14;2.51
7524;7.98;1.62
7525;7.28;0.19
7526;5.59;-1.93
7527;4.87;-3.37
7528;4.74;-4.3
7529;4.21;-5.23
7530;3.92;-5.76
7531;3.65;-6.05
7532;3.38;-6.29
7533;3.2;-6.45
7534;2.94;-6.49
7535;2.76;-6.4
7536;2.71;-6.27
7537;2.63;-6.14
7538;2.39;-6.06
7539;2.32;-5.95
7540;2.53;-5.79
7541;3.01;-5.51
7542;4.13;-4.07
7543;4.57;-2.64
7544;4.82;-1.49
7545;5.31;-0.4
7546;5.83;0.51
7547;6.25;1.18
7548;6.51;1.4
7549;5.33;0.69
7550;4.8;-0.52
7551;5.98;-0.73
7552;6.41;-0.81
7553;6.35;-0.89
7554;6.75;-0.79
7555;6.6;-0.78
7556;6.46;-0.85
7557;6.39;-0.99
7558;6.02;-1.03
7559;5.71;-0.99
7560;5.71;-0.95
7561;5.82;-0.99
7562;5.84;-1.39
7563;5.93;-1.86
7564;6.13;-1.84
7565;5.97;-1.67
7566;6.12;-1.33
7567;6.23;-0.95
7568;6.79;-0.33
7569;7.19;0.15
7570;7.48;0.67
7571;7.4;1.15
7572;7.2;1.39
7573;7.12;1.22
7574;7.03;0.89
7575;6.42;0.43
7576;6.64;0.05
7577;6.83;-0.26
7578;6.75;-0.51
7579;6.67;-0.57
7580;7.03;-0.07
7581;7.27;0.1
7582;7.25;0.2
7583;7.06;0.24
7584;6.96;0.01
7585;7.94;0.3
7586;8.56;1.01
7587;8.65;1.42
7588;9.1;1.58
7589;8.93;1.23
7590;8.78;1.48
7591;9.07;2.4
7592;9.55;3.05
7593;9.71;3.44
7594;9.05;3.65
7595;8.21;3.73
7596;7.14;3.5
7597;5.92;2.43
7598;5.6;1.01
7599;6.14;0.84
7600;6.06;0.51
7601;5.29;-0.52
7602;4.14;-2.39
7603;4.32;-2.23
7604;4.52;-1.72
7605;4.58;-1.31
7606;4.24;-1.2
7607;4.48;-0.93
7608;4.82;-0.77
7609;4.93;-0.89
7610;4.9;-1.13
7611;5.0;-1.14
7612;5.06;-1.09
7613;4.87;-1.22
7614;5.14;-0.5
7615;5.45;0.83
7616;5.55;1.89
7617;4.71;2.44
7618;4.03;2.8
7619;3.78;3.02
7620;3.7;2.9
7621;2.33;1.51
7622;2.24;0.31
7623;2.04;0.24
7624;1.79;0.25
7625;1.72;0.05
7626;1.73;-0.4
7627;1.63;-0.89
7628;1.55;-1.15
7629;1.5;-1.36
7630;1.56;-1.43
7631;1.72;-1.48
7632;1.95;-1.39
7633;2.23;-1.42
7634;2.51;-1.25
7635;2.79;-1.18
7636;3.1;-1.2
7637;3.19;-1.38
7638;3.62;-0.95
7639;3.63;-0.38
7640;4.03;0.29
7641;4.19;0.8
7642;4.27;1.13
7643;4.58;1.29
7644;4.95;1.12
7645;4.76;0.51
7646;5.48;-0.59
7647;6.98;-1.13
7648;7.08;-2.13
7649;6.69;-3.28
7650;6.53;-4.02
7651;6.41;-4.7
7652;6.0;-5.46
7653;5.77;-5.93
7654;5.29;-6.31
7655;4.65;-6.72
7656;4.39;-6.74
7657;4.51;-6.33
7658;3.9;-6.3
7659;3.3;-6.46
7660;3.19;-6.59
7661;2.93;-6.7
7662;3.57;-5.54
7663;4.1;-3.53
7664;4.67;-2.42
7665;5.2;-1.55
7666;5.88;-0.9
7667;6.44;-0.45
7668;6.64;-0.42
7669;5.66;-1.5
7670;4.74;-3.81
7671;5.43;-4.18
7672;5.55;-4.54
7673;5.62;-4.95
7674;5.8;-5.2
7675;5.95;-5.34
7676;6.16;-5.36
7677;6.27;-5.35
7678;6.33;-5.42
7679;6.18;-5.56
7680;5.96;-5.7
7681;5.86;-5.81
7682;5.79;-5.86
7683;5.64;-5.9
7684;5.52;-5.94
7685;5.42;-5.91
7686;5.78;-4.6
7687;6.32;-2.95
7688;6.11;-1.73
7689;5.81;-0.92
7690;5.63;-0.28
7691;5.55;0.11
7692;5.28;0.13
7693;4.18;-0.58
7694;3.32;-1.92
7695;3.53;-2.05
7696;3.49;-2.24
7697;3.44;-2.36
7698;3.31;-2.39
7699;3.08;-2.49
7700;2.83;-2.64
7701;2.55;-2.92
7702;2.54;-3.08
7703;2.47;-3.2
7704;2.14;-3.43
7705;1.96;-3.5
7706;1.95;-3.37
7707;1.57;-3.36
7708;1.21;-3.49
7709;1.28;-3.43
7710;1.3;-2.5
7711;1.9;-1.06
7712;2.32;-0.32
7713;2.73;0.01
7714;3.19;0.24
7715;3.6;0.46
7716;3.74;0.23
7717;3.1;-0.63
7718;2.56;-2.06
7719;3.27;-2.13
7720;3.86;-2.01
7721;4.02;-2.2
7722;4.21;-2.49
7723;4.27;-3.17
7724;4.5;-3.81
7725;4.85;-3.77
7726;4.68;-3.67
7727;4.41;-3.92
7728;3.93;-4.85
7729;4.4;-5.2
7730;4.82;-5.01
7731;4.67;-5.19
7732;4.87;-5.27
7733;4.96;-5.58
7734;5.46;-5.02
7735;5.64;-3.98
7736;5.79;-2.69
7737;5.67;-1.75
7738;5.32;-1.32
7739;5.2;-1.04
7740;5.34;-0.98
7741;5.24;-1.17
7742;4.82;-1.4
7743;4.74;-1.24
7744;4.7;-1.05
7745;4.49;-0.96
7746;4.29;-0.88
7747;4.45;-0.7
7748;4.27;-0.63
7749;3.7;-0.77
7750;3.56;-0.88
7751;3.44;-0.98
7752;3.49;-1.2
7753;3.69;-1.45
7754;4.02;-1.45
7755;4.12;-1.6
7756;4.44;-2.14
7757;5.21;-2.4
7758;5.82;-2.22
7759;6.86;-1.59
7760;7.79;-0.86
7761;8.43;-0.33
7762;8.86;0.09
7763;9.35;0.36
7764;10.32;0.31
7765;11.42;0.28
7766;11.81;0.44
7767;11.68;0.62
7768;11.28;0.56
7769;10.24;0.45
7770;9.34;0.59
7771;8.99;0.96
7772;8.27;1.32
7773;7.46;1.17
7774;7.44;0.98
7775;8.04;0.92
7776;7.99;0.79
7777;8.57;0.54
7778;8.84;0.4
7779;9.15;0.37
7780;9.54;0.01
7781;8.59;-1.02
7782;7.94;-1.45
7783;8.04;-0.62
7784;8.24;0.65
7785;8.39;0.95
7786;9.12;1.14
7787;9.19;2.21
7788;8.69;2.43
7789;7.58;1.65
7790;7.05;0.72
7791;6.99;0.31
7792;6.85;-0.21
7793;6.44;-0.72
7794;6.29;-0.89
7795;6.09;-0.53
7796;5.7;-0.07
7797;5.22;0.19
7798;4.6;0.3
7799;4.76;0.17
7800;5.67;0.18
7801;6.41;0.36
7802;7.13;1.13
7803;9.16;2.3
7804;11.21;2.76
7805;11.45;2.73
7806;10.8;2.62
7807;9.73;2.71
7808;8.67;2.78
7809;7.48;2.83
7810;6.41;3.18
7811;5.78;3.24
7812;4.77;2.7
7813;3.6;0.87
7814;3.61;-0.68
7815;3.84;-1.09
7816;4.12;-1.45
7817;4.31;-1.98
7818;4.63;-2.37
7819;4.92;-2.37
7820;4.69;-2.77
7821;4.47;-3.23
7822;3.11;-4.49
7823;2.8;-5.23
7824;3.0;-5.25
7825;3.12;-5.06
7826;3.31;-4.6
7827;3.33;-4.17
7828;3.27;-4.1
7829;3.03;-4.27
7830;2.93;-4.1
7831;3.12;-3.51
7832;3.13;-3.05
7833;3.19;-2.27
7834;3.28;-1.78
7835;3.24;-1.67
7836;3.16;-2.11
7837;2.85;-2.97
7838;2.45;-3.83
7839;2.69;-4.35
7840;3.07;-4.9
7841;3.34;-5.59
7842;3.59;-6.44
7843;3.37;-8.01
7844;3.5;-9.42
7845;3.67;-10.38
7846;3.83;-10.7
7847;3.43;-11.06
7848;3.09;-11.58
7849;2.94;-11.99
7850;2.74;-12.28
7851;2.61;-12.57
7852;2.78;-12.79
7853;2.85;-12.96
7854;3.44;-12.14
7855;3.22;-10.09
7856;3.15;-8.08
7857;3.03;-6.73
7858;3.05;-5.78
7859;3.28;-5.08
7860;3.33;-5.17
7861;2.68;-6.57
7862;2.4;-8.38
7863;2.57;-8.98
7864;2.78;-9.41
7865;3.05;-9.73
7866;3.47;-9.86
7867;4.05;-9.77
7868;4.67;-9.61
7869;5.05;-9.18
7870;5.23;-8.47
7871;5.57;-7.85
7872;6.22;-7.31
7873;6.85;-6.88
7874;7.49;-6.55
7875;8.05;-6.32
7876;8.34;-6.45
7877;8.73;-6.13
7878;8.92;-5.42
7879;8.6;-4.37
7880;8.44;-3.16
7881;8.66;-1.81
7882;8.62;-0.43
7883;8.3;0.66
7884;7.22;0.84
7885;6.44;0.33
7886;6.71;0.09
7887;6.09;-0.03
7888;5.62;-0.24
7889;5.07;-0.7
7890;4.4;-1.31
7891;3.78;-1.99
7892;3.76;-2.13
7893;3.84;-2.2
7894;3.93;-2.16
7895;3.8;-2.23
7896;3.95;-2.06
7897;4.06;-1.82
7898;4.07;-1.88
7899;4.24;-2.33
7900;4.54;-3.6
7901;4.88;-4.99
7902;5.43;-4.41
7903;5.42;-2.86
7904;5.71;-1.39
7905;6.14;-0.16
7906;6.66;0.98
7907;6.57;1.45
7908;5.64;1.13
7909;4.33;-0.7
7910;5.03;-2.02
7911;5.71;-2.26
7912;5.82;-3.03
7913;5.83;-3.89
7914;5.78;-4.62
7915;5.67;-5.19
7916;5.63;-5.1
7917;5.49;-4.49
7918;5.33;-3.76
7919;5.52;-3.21
7920;5.65;-2.81
7921;5.67;-2.63
7922;5.88;-2.54
7923;5.62;-2.77
7924;5.25;-3.29
7925;5.04;-3.99
7926;5.22;-4.02
7927;5.4;-3.32
7928;6.22;-1.7
7929;6.27;-0.37
7930;6.2;0.54
7931;5.97;0.94
7932;5.07;0.48
7933;3.72;-1.62
7934;4.48;-2.92
7935;5.65;-2.67
7936;6.45;-2.42
7937;6.71;-2.47
7938;6.47;-2.54
7939;6.01;-2.79
7940;6.37;-2.52
7941;6.16;-2.56
7942;6.35;-2.31
7943;6.75;-2.04
7944;6.68;-1.99
7945;6.91;-1.94
7946;7.03;-1.85
7947;7.06;-1.63
7948;6.86;-1.38
7949;6.63;-1.25
7950;6.62;-1.07
7951;6.53;-0.69
7952;6.31;-0.11
7953;6.41;0.71
7954;6.4;1.16
7955;5.54;1.12
7956;4.91;1.04
7957;4.64;0.89
7958;4.48;0.85
7959;4.14;0.84
7960;4.22;0.83
7961;4.13;0.8
7962;3.91;0.75
7963;3.77;0.69
7964;3.67;0.65
7965;3.68;0.62
7966;3.61;0.67
7967;3.59;0.72
7968;3.94;0.8
7969;4.31;0.87
7970;4.45;0.97
7971;4.5;1.09
7972;5.03;1.11
7973;5.49;1.12
7974;6.05;1.36
7975;6.14;1.57
7976;6.24;1.8
7977;6.69;2.38
7978;6.86;2.94
7979;7.14;3.06
7980;7.58;3.0
7981;8.06;2.76
7982;8.4;2.44
7983;8.84;2.15
7984;9.98;2.4
7985;9.53;1.68
7986;8.94;1.22
7987;9.27;1.26
7988;9.64;1.35
7989;9.59;1.19
7990;9.59;1.08
7991;10.6;1.44
7992;11.41;1.87
7993;11.87;2.09
7994;11.87;2.28
7995;11.61;2.25
7996;12.07;2.43
7997;11.54;2.35
7998;11.24;2.44
7999;10.66;2.84
8000;10.32;3.19
8001;9.39;3.81
8002;8.65;4.94
8003;7.74;6.15
8004;7.35;6.73
8005;6.27;5.91
8006;5.13;4.01
8007;4.51;1.92
8008;4.47;1.16
8009;5.34;1.26
8010;5.88;0.88
8011;5.0;0.19
8012;4.07;-0.39
8013;3.56;-0.85
8014;2.39;-1.26
8015;1.92;-1.46
8016;1.84;-1.6
8017;1.77;-1.35
8018;1.3;-0.92
8019;1.35;-0.64
8020;1.97;-0.71
8021;2.87;-0.4
8022;3.51;-0.34
8023;2.83;-0.28
8024;3.39;-0.09
8025;5.03;0.39
8026;6.2;0.79
8027;6.34;0.73
8028;5.88;0.45
8029;5.7;-0.07
8030;5.56;-0.74
8031;5.39;-1.28
8032;5.34;-2.38
8033;5.38;-3.88
8034;5.09;-5.2
8035;4.98;-6.15
8036;5.05;-6.64
8037;5.04;-5.95
8038;4.71;-5.12
8039;4.39;-4.72
8040;4.14;-4.74
8041;3.98;-5.52
8042;4.41;-5.88
8043;4.77;-5.8
8044;4.94;-5.66
8045;5.01;-5.06
8046;5.28;-3.66
8047;5.93;-2.25
8048;6.44;-1.19
8049;6.94;-0.47
8050;6.96;0.06
8051;6.83;0.37
8052;6.54;0.14
8053;6.41;-0.77
8054;6.12;-1.69
8055;5.74;-2.62
8056;5.33;-3.82
8057;5.16;-4.74
8058;5.06;-5.27
8059;5.05;-5.38
8060;5.06;-5.44
8061;5.19;-5.67
8062;5.36;-5.6
8063;5.55;-5.05
8064;5.89;-3.88
8065;6.69;-2.85
8066;7.41;-2.31
8067;7.52;-1.75
8068;7.62;-1.24
8069;7.43;-0.83
8070;7.31;-0.33
8071;7.59;0.58
8072;7.08;1.19
8073;7.18;1.65
8074;6.76;1.78
8075;7.03;1.94
8076;6.9;2.16
8077;6.24;2.16
8078;5.92;2.12
8079;6.46;2.13
8080;6.61;2.12
8081;6.65;1.95
8082;7.02;1.74
8083;7.66;1.62
8084;8.12;1.48
8085;8.35;1.38
8086;7.98;1.36
8087;8.06;1.29
8088;8.14;1.08
8089;8.36;0.88
8090;8.59;0.85
8091;8.74;0.64
8092;8.83;0.44
8093;8.94;0.3
8094;9.09;0.18
8095;9.34;0.29
8096;9.13;0.62
8097;8.68;0.84
8098;7.99;0.78
8099;7.36;0.83
8100;6.07;1.09
8101;4.91;1.08
8102;3.84;0.83
8103;3.19;0.61
8104;2.81;0.13
8105;2.76;-0.53
8106;2.88;-0.7
8107;3.33;-0.22
8108;3.28;-0.38
8109;2.78;-1.05
8110;2.68;-1.45
8111;2.27;-1.76
8112;1.96;-1.98
8113;1.94;-2.15
8114;2.04;-2.36
8115;2.09;-2.66
8116;2.35;-2.95
8117;2.78;-3.24
8118;3.29;-3.34
8119;3.34;-2.95
8120;3.18;-2.5
8121;3.16;-2.19
8122;3.08;-1.91
8123;3.05;-1.64
8124;3.23;-1.74
8125;3.53;-2.15
8126;3.83;-2.59
8127;3.96;-3.03
8128;4.04;-3.71
8129;4.03;-4.66
8130;4.14;-5.5
8131;4.3;-6.31
8132;4.32;-7.24
8133;4.38;-8.45
8134;4.39;-9.17
8135;4.51;-9.1
8136;4.46;-8.76
8137;4.47;-8.54
8138;4.41;-8.47
8139;4.36;-8.41
8140;4.34;-8.4
8141;4.32;-8.5
8142;4.38;-8.31
8143;4.61;-7.11
8144;5.04;-5.89
8145;4.99;-4.9
8146;5.09;-3.82
8147;5.57;-3.09
8148;4.48;-3.44
8149;3.59;-5.03
8150;3.69;-6.92
8151;3.97;-8.16
8152;4.44;-8.88
8153;4.77;-9.15
8154;4.77;-9.28
8155;4.56;-9.88
8156;4.44;-10.44
8157;4.36;-10.35
8158;4.32;-10.06
8159;4.31;-10.24
8160;4.15;-10.7
8161;4.18;-10.42
8162;4.09;-9.53
8163;3.98;-8.96
8164;4.15;-8.9
8165;4.2;-9.2
8166;4.28;-9.75
8167;4.71;-8.68
8168;5.03;-7.1
8169;5.45;-5.51
8170;6.13;-4.08
8171;6.27;-3.67
8172;5.73;-3.99
8173;4.93;-4.77
8174;5.44;-4.91
8175;5.93;-4.68
8176;5.87;-4.53
8177;6.13;-4.19
8178;6.42;-3.53
8179;6.18;-3.49
8180;6.36;-3.6
8181;6.3;-3.4
8182;6.1;-3.02
8183;5.89;-2.6
8184;5.79;-2.24
8185;5.69;-1.97
8186;5.79;-1.72
8187;5.68;-1.53
8188;5.64;-1.38
8189;5.84;-1.45
8190;5.99;-1.44
8191;5.99;-0.99
8192;6.01;-0.25
8193;6.68;0.65
8194;6.46;1.06
8195;5.81;1.17
8196;5.3;0.86
8197;5.63;-0.04
8198;6.37;-0.55
8199;6.79;-0.67
8200;7.13;-0.85
8201;7.17;-1.24
8202;6.89;-1.74
8203;6.33;-2.35
8204;5.89;-2.92
8205;5.78;-3.28
8206;5.45;-3.35
8207;5.36;-3.31
8208;5.43;-3.25
8209;5.24;-3.4
8210;4.98;-3.55
8211;4.81;-3.33
8212;4.6;-3.27
8213;4.44;-3.56
8214;4.27;-4.05
8215;4.02;-3.92
8216;4.44;-2.88
8217;4.1;-2.19
8218;3.44;-1.93
8219;2.63;-1.6
8220;2.26;-1.63
8221;2.08;-2.17
8222;1.95;-2.45
8223;2.29;-2.4
8224;2.76;-2.35
8225;2.96;-2.55
8226;3.26;-2.68
8227;3.47;-2.77
8228;3.86;-2.79
8229;4.34;-2.78
8230;4.35;-2.75
8231;4.76;-2.59
8232;5.18;-2.48
8233;5.52;-2.42
8234;5.71;-2.38
8235;5.8;-2.33
8236;5.91;-2.38
8237;6.21;-2.5
8238;6.64;-2.49
8239;6.34;-2.45
8240;6.75;-2.2
8241;6.9;-1.95
8242;6.92;-1.7
8243;6.84;-1.52
8244;6.58;-1.7
8245;6.28;-2.25
8246;6.3;-2.74
8247;6.14;-3.01
8248;6.11;-3.35
8249;6.13;-3.8
8250;6.14;-4.26
8251;6.05;-4.62
8252;5.85;-5.06
8253;5.62;-5.89
8254;5.38;-6.88
8255;5.41;-7.54
8256;5.44;-7.99
8257;5.2;-8.54
8258;5.13;-9.06
8259;5.03;-9.48
8260;5.0;-10.04
8261;4.98;-10.73
8262;4.97;-10.92
8263;5.49;-9.38
8264;6.48;-8.01
8265;6.11;-7.53
8266;5.79;-7.16
8267;5.6;-7.08
8268;5.39;-7.73
8269;4.98;-9.52
8270;4.97;-11.56
8271;5.08;-12.7
8272;5.07;-13.74
8273;4.99;-14.78
8274;4.9;-15.7
8275;4.79;-16.46
8276;4.67;-17.11
8277;4.6;-17.64
8278;4.61;-17.95
8279;4.64;-18.06
8280;4.63;-18.13
8281;4.55;-18.19
8282;4.43;-18.27
8283;4.35;-18.42
8284;4.38;-18.77
8285;4.46;-19.23
8286;4.44;-19.26
8287;4.04;-17.46
8288;3.9;-14.87
8289;3.5;-13.19
8290;3.34;-11.39
8291;3.25;-9.91
8292;3.36;-9.92
8293;3.81;-11.58
8294;4.26;-13.07
8295;4.65;-13.57
8296;4.89;-13.88
8297;4.89;-14.22
8298;4.69;-14.61
8299;4.42;-15.02
8300;4.12;-15.35
8301;3.91;-15.6
8302;3.77;-15.65
8303;3.76;-15.61
8304;3.92;-15.63
8305;4.11;-15.58
8306;4.26;-15.45
8307;4.33;-15.26
8308;4.33;-15.21
8309;4.27;-15.29
8310;4.31;-15.06
8311;4.24;-13.28
8312;4.36;-10.64
8313;4.6;-8.85
8314;4.52;-7.45
8315;4.64;-6.48
8316;4.72;-6.25
8317;4.91;-6.72
8318;5.29;-7.05
8319;5.32;-7.02
8320;5.3;-7.0
8321;5.26;-7.03
8322;5.17;-7.23
8323;5.2;-7.39
8324;5.37;-7.53
8325;5.64;-7.63
8326;5.81;-7.64
8327;5.73;-7.67
8328;5.51;-7.81
8329;5.18;-8.12
8330;4.9;-8.8
8331;4.92;-9.72
8332;5.03;-10.59
8333;5.08;-11.1
8334;5.01;-10.92
8335;5.02;-9.6
8336;5.45;-8.04
8337;6.03;-6.63
8338;5.95;-5.79
8339;5.59;-5.31
8340;4.96;-5.28
8341;4.07;-5.98
8342;4.05;-6.63
8343;4.07;-6.72
8344;4.11;-6.77
8345;4.18;-7.02
8346;4.23;-7.95
8347;4.45;-8.65
8348;4.63;-8.21
8349;4.54;-8.2
8350;4.27;-8.56
8351;4.04;-9.22
8352;3.99;-9.15
8353;3.55;-9.17
8354;3.52;-9.26
8355;3.6;-9.03
8356;3.57;-8.92
8357;3.51;-8.9
8358;3.63;-8.43
8359;3.54;-6.88
8360;3.24;-5.6
8361;2.88;-4.74
8362;2.85;-4.08
8363;2.55;-3.63
8364;2.35;-3.77
8365;2.36;-4.66
8366;2.78;-4.98
8367;2.95;-4.81
8368;2.92;-4.92
8369;2.85;-5.28
8370;2.68;-5.74
8371;2.58;-5.62
8372;2.29;-5.33
8373;1.95;-5.16
8374;1.75;-5.05
8375;1.53;-4.92
8376;1.37;-4.8
8377;1.44;-4.82
8378;1.52;-5.03
8379;1.58;-5.47
8380;1.8;-6.06
8381;2.14;-6.56
8382;2.37;-6.81
8383;2.43;-6.31
8384;2.54;-4.99
8385;3.05;-3.81
8386;3.21;-3.11
8387;3.1;-2.55
8388;2.65;-2.82
8389;2.63;-4.37
8390;3.08;-4.88
8391;3.33;-4.31
8392;3.45;-3.94
8393;3.58;-4.05
8394;3.99;-3.95
8395;4.32;-3.87
8396;4.49;-3.92
8397;4.4;-4.11
8398;4.27;-4.33
8399;4.61;-4.03
8400;4.69;-3.67
8401;4.7;-3.48
8402;4.66;-3.4
8403;4.53;-3.56
8404;4.52;-3.93
8405;4.47;-4.31
8406;4.3;-4.58
8407;4.29;-4.24
8408;3.99;-3.72
8409;3.62;-3.1
8410;3.13;-2.58
8411;2.89;-2.11
8412;2.45;-2.18
8413;1.93;-3.13
8414;1.72;-3.48
8415;1.75;-3.62
8416;2.0;-4.04
8417;2.16;-4.31
8418;2.13;-4.27
8419;1.74;-3.83
8420;1.4;-3.45
8421;1.31;-3.31
8422;1.35;-3.23
8423;1.74;-3.52
8424;2.15;-3.74
8425;2.45;-3.67
8426;2.6;-3.45
8427;2.58;-3.32
8428;2.38;-3.27
8429;2.14;-3.2
8430;1.94;-3.19
8431;1.77;-2.94
8432;1.62;-2.27
8433;1.76;-1.81
8434;1.19;-1.59
8435;1.22;-1.53
8436;1.5;-2.13
8437;2.11;-3.5
8438;2.58;-4.79
8439;2.86;-5.53
8440;2.98;-6.05
8441;3.08;-6.47
8442;3.1;-7.06
8443;3.01;-7.71
8444;2.94;-7.69
8445;3.04;-7.31
8446;2.83;-7.12
8447;2.75;-7.0
8448;2.99;-7.17
8449;3.22;-7.02
8450;3.24;-6.2
8451;3.21;-5.59
8452;3.05;-5.63
8453;2.99;-6.42
8454;3.11;-7.41
8455;3.6;-6.83
8456;4.8;-5.67
8457;5.27;-4.71
8458;5.54;-3.86
8459;5.6;-3.4
8460;6.17;-3.45
8461;6.33;-3.8
8462;7.35;-3.72
8463;7.47;-3.67
8464;7.81;-3.91
8465;8.38;-4.12
8466;8.89;-4.06
8467;9.17;-4.08
8468;9.22;-4.16
8469;9.3;-4.02
8470;9.31;-3.7
8471;9.2;-3.26
8472;9.06;-2.8
8473;8.82;-2.34
8474;8.45;-1.89
8475;8.04;-1.51
8476;7.8;-1.26
8477;7.55;-1.04
8478;7.3;-0.77
8479;7.07;-0.45
8480;6.77;-0.14
8481;6.38;0.09
8482;5.93;0.23
8483;5.91;0.33
8484;5.38;0.27
8485;5.21;0.19
8486;5.06;0.13
8487;4.66;-0.12
